"","source_id","Target","new_id","link","pubdate","source","tweet","post_method","user_statuses","user_following","user_followers","user_created_at","user_bio","user_location","lang","Person or source","News_Source","City","Province","Country","CBC","TweetToCBC","TweetToNOTCBC","mean(TweetToCBC)"
"16207",9025,"icbc",104500,"https://twitter.com/Mcfarlane19/statuses/910248846772510721",2017-09-19 18:06:00,"mcfarlane19","@icbc i don\'t understand why bc won\'t accept my citizenship card as it is (diff birth and legal names) but the rest  https://t.co/aearrzdu","Twitter Web Client",389,347,102,"Wed Dec 22 14:09:41 +0000 2010",NA,NA,"en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"16208",9025,"icbc",104878,"https://twitter.com/Mcfarlane19/statuses/910264440334909440",2017-09-19 19:08:00,"mcfarlane19","@icbc . and being out in bc i have no idea how to acquire a change of name cert. from  years ago... just stresse  https://t.co/lqvmzbfjno","Twitter for Android",392,347,102,"Wed Dec 22 14:09:41 +0000 2010",NA,NA,"en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"16209",9025,"icbc",104914,"https://twitter.com/Mcfarlane19/statuses/910263980685369344",2017-09-19 19:06:00,"mcfarlane19","@icbc . i was adopted as a baby and have used that card for every id i\'ve gotten. just find it difficult that it w  https://t.co/alzkvvlhl","Twitter for Android",392,347,102,"Wed Dec 22 14:09:41 +0000 2010",NA,NA,"en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"16210",9025,"icbc",105269,"https://twitter.com/Mcfarlane19/statuses/910274353366917121",2017-09-19 19:48:00,"mcfarlane19","@icbc thank you for the replies! i will call them.","Twitter for Android",393,347,102,"Wed Dec 22 14:09:41 +0000 2010",NA,NA,"en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"16215",9030,"cbc",68412,"https://twitter.com/mcgee_suzanne/statuses/910238529749471233",2017-09-19 17:25:00,"mcgee_suzanne","@cbcmurdoch @cbc soon we\'ll see who is nothing   #murdochmysteries","Twitter for iPad",57847,451,713,"Thu Oct 31 12:52:46 +0000 2013","mother , grandmother  princesses + prince soon. love animals music architecture history the arts sports reading travel classic movies sewing nature much more.","montreal, quebec","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16216",9031,"cbc",60815,"https://twitter.com/McGillArtsDean/statuses/909816838120443904",2017-09-18 13:30:00,"mcgillartsdean","happy to see the @cbc recognizes the importance of encouraging creative thinking in young canadians.  https://t.co/mgqbavqlx","Hootsuite",2415,135,2201,"Wed Mar 21 03:00:19 +0000 2012","political science professor at mcgill politologue à l\'université mcgill","montréal","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16221",9035,"cbc",30756,"https://twitter.com/MckayLois/statuses/910283842681954304",2017-09-19 20:25:00,"mckaylois","rt @cbcedmonton: an #ableg committee voted against an ndp mla\'s proposal to squash the practice of changing clocks twice a year. https://t. ","Twitter for iPhone",8020,60,58,"Fri Jul 25 04:10:36 +0000 2014",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16266",9061,"cbc",41069,"https://twitter.com/MDii80/statuses/910342694806933511",2017-09-20 00:19:00,"mdii80","rt @cbcnews: ""i no longer have dealings with the way our family fortune is managed."" https://t.co/bcfwrybdyw","Twitter for iPhone",55,16,8,"Sun Jun 14 03:28:45 +0000 2015","father, husband, radiologist","ontario, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16268",9063,"cbc",17526,"https://twitter.com/me_my_and_i/statuses/910213743560101889",2017-09-19 15:47:00,"me_my_and_i","? \'farmers\' #bcpoli #cdnpoli @pnpcbc @ctvqp @natobserver @pressprogress https://t.co/zjhsxgt https://t.co/pujupvqc","Twitter Web Client",61317,1148,548,"Fri Apr 11 05:32:23 +0000 2008","#oopsdiditypethatoutloud                                         #cheers                                                   #virgo                          #","okanagan valley beautiful bc","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16269",9063,"cbc",26008,"https://twitter.com/me_my_and_i/statuses/910257889482227712",2017-09-19 18:42:00,"me_my_and_i","#pnpcbc i kno tht scheer promised to spend all his time attacking @justintrudeau but @ some point we just tune out his #meangirl whining   ","Twitter Web Client",61322,1149,549,"Fri Apr 11 05:32:23 +0000 2008","#oopsdiditypethatoutloud                                         #cheers                                                   #virgo                          #","okanagan valley beautiful bc","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16277",9069,"thecurrentcbc",82371,"https://twitter.com/mechLove/statuses/909900016734568449",2017-09-18 19:00:00,"mechlove","@thecurrentcbc is there any proof the defence system working?","Twitter for Android",431,83,58,"Mon Jan 11 13:13:04 +0000 2010",NA,"toronto","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16285",9075,"cbc",83917,"https://twitter.com/mediapartylies/statuses/910244675692441602",2017-09-19 17:50:00,"mediapartylies","rt @kareyouserious: as long as @ctv @cbc @global continue to promote idiot boy trudeau, cdns will be doomed.https://t.co/pbkzznrsnt via @ ","Twitter Web Client",5297,300,340,"Tue Oct 06 14:03:24 +0000 2015",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16286",9075,"cbc",104456,"https://twitter.com/mediapartylies/statuses/910244675692441602",2017-09-19 17:50:00,"mediapartylies","rt @kareyouserious: as long as @ctv @cbc @global continue to promote idiot boy trudeau, cdns will be doomed.https://t.co/pbkzznrsnt via @ ","Twitter Web Client",5297,300,340,"Tue Oct 06 14:03:24 +0000 2015",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16287",9075,"cbc",68446,"https://twitter.com/mediapartylies/statuses/910244675692441602",2017-09-19 17:50:00,"mediapartylies","rt @kareyouserious: as long as @ctv @cbc @global continue to promote idiot boy trudeau, cdns will be doomed.https://t.co/pbkzznrsnt via @ ","Twitter Web Client",5297,300,340,"Tue Oct 06 14:03:24 +0000 2015",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16288",9075,"cbc",22931,"https://twitter.com/mediapartylies/statuses/910244675692441602",2017-09-19 17:50:00,"mediapartylies","rt @kareyouserious: as long as @ctv @cbc @global continue to promote idiot boy trudeau, cdns will be doomed.https://t.co/pbkzznrsnt via @ ","Twitter Web Client",5297,300,340,"Tue Oct 06 14:03:24 +0000 2015",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16312",9093,"thecurrentcbc",83049,"https://twitter.com/megamattdavis/statuses/910142416782585856",2017-09-19 11:03:00,"megamattdavis","@thecurrentcbc @brennavelker @ritikagoelto there are more blatant tax loopholes and bigger fish this government should be going after.","Twitter Web Client",1425,153,67,"Thu Jan 08 14:44:48 +0000 2015","official page of matt davis.  well...not that matt davis.  no, not that matt davis either.  just follow and you\'ll see.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16316",9096,"cbc",64908,"https://twitter.com/meganeco_love/statuses/909974156422164480",2017-09-18 23:55:00,"meganeco_love","rt @hyakujuro:                    @cbc   ","Twitter for iPhone",176257,2361,1046,"Wed Sep 02 18:47:29 +0000 2009","                                                                              q       rt                                                            ","        ","ja","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16319",9099,"cbc",52297,"https://twitter.com/MeganTheMuggle/statuses/909913046583271426",2017-09-18 19:52:00,"meganthemuggle","rt @cbcnews: canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says https://t.co/ivbqiv https://t.co/lic ","Twitter Web Client",2025,92,29,"Thu Jan 26 01:18:40 +0000 2017","i have a tendency to wear my mind on my sleeve, i have a history of losing my shirt.   ","oshawa, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16320",9100,"cbc",46401,"https://twitter.com/megatrialqc/statuses/909862375049834496",2017-09-18 16:31:00,"megatrialqc","rt quebecissues ""what happened to this case? https://t.co/xkivpauwxa #sq, #amf, #rcmp, #cbc, #ctv, #montreal""","IFTTT",28345,2380,2863,"Mon Jul 15 15:45:59 +0000 2013","this twitter handle examines the mega trial culture of the legal system in quebec and how it blossomed under a system burdened by bureaucracy - #pq, #mtl, #amf","the courtroom","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16353",9123,"cbc",24543,"https://twitter.com/MelakonCarne/statuses/910250847774183424",2017-09-19 18:14:00,"melakoncarne","rt @stocat: @cbcpolitics trudeau defended his own famiy use of tax rules. truely nuts.","Twitter Web Client",5257,456,315,"Sun Jul 28 17:54:36 +0000 2013","unreconstructed ""deplorable."" retweets, more often than not, reflect my personal opinions.","pre-separation west","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16354",9123,"cbc",18365,"https://twitter.com/MelakonCarne/statuses/910217065616728064",2017-09-19 16:00:00,"melakoncarne","rt @denisebatters: .@cbcpolitics media story re #trudeau press conference (presser delayed + started same time as trump #unga speech). #tru ","Twitter Lite",5237,455,314,"Sun Jul 28 17:54:36 +0000 2013","unreconstructed ""deplorable."" retweets, more often than not, reflect my personal opinions.","pre-separation west","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16374",9131,"cbc",69955,"https://twitter.com/MelCarbon/statuses/910316589450448896",2017-09-19 22:36:00,"melcarbon","rt @cbc: time for some sunday baking! try joy mccarthy s chocolate chip banana muffins              https://t.co/ilppwbrvm https://t.co/krorznxrx","Twitter Web Client",795,2746,2283,"Thu Apr 20 12:00:57 +0000 2017","i love a good bbq, great conversation and a cold beer. love cars, movies, small business and more. i\'m an entrepreneur and a diy guy","toronto","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16375",9132,"cbc",70068,"https://twitter.com/MelekYargici1/statuses/910317783757574144",2017-09-19 22:40:00,"melekyargici1","@cbc https://t.co/orydsbes","Twitter for Android",3321,321,318,"Wed Apr 11 12:09:05 +0000 2012","melek yargici official twitter hesab ","kocaeli, türkiye","und","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16378",9134,"icbc",102749,"https://twitter.com/melinaganduglia/statuses/910180133394411520",2017-09-19 13:33:00,"melinaganduglia","@rcachanosky @bancocentral_ar que banco robert? el icbc,macro,hsbc,frances y sant.río te acred al toque.te comento  https://t.co/mxstaylg","Twitter Lite",14733,568,637,"Tue Feb 16 16:57:56 +0000 2016","soy antik. sino te gusta lo que escribo no me sigas y punto. lo peor que le paso al pais fue que reutemann arrugue .por culpa de eso duhalde apoyo a nestor k.",NA,"es","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"16382",9137,"cbc",15281,"https://twitter.com/melindatrochu/statuses/910202350056476672",2017-09-19 15:02:00,"melindatrochu","rt @sabri_wi: ministers @carolyn_bennett @janephilpott talk about their new roles on @cbcnorth yellowknife, the trailbreaker w/@lorenmcginn ","Twitter Web Client",11673,923,1883,"Mon Dec 03 09:07:13 +0000 2007","independent journalist #denendeh #canada paris|beirut|melbourne|yellowknife| @cbcnorth|en|fr|even shway arabic| melinda.trochu@cbc.ca","somba k\'e / yellowknife","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16383",9138,"cbc",55542,"https://twitter.com/melishee/statuses/909943825048760325",2017-09-18 21:54:00,"melishee","rt @pnpcbc: most proud of building the orange wave with jack layton, says @ndp leader @thomasmulcair. #pnpcbc https://t.co/wpjvimx","Twitter for Android",6081,2984,488,"Thu Apr 09 16:05:33 +0000 2009","-year old person of lived experience in poverty, mental illness, and homelessness. proud fanshawe alumni. fun & easy-going, but opinionated and passionate.","london, on","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16388",9143,"cbc",39024,"https://twitter.com/MelissaJHills/statuses/910332103455162369",2017-09-19 23:37:00,"melissajhills","rt @cbcjlong: ottawa mp and federal environment minister responds to a sexist tweet by a conservative mp (who\'s set to retire). #ottnews #c ","Twitter for Android",434,1215,1519,"Thu Feb 21 01:59:44 +0000 2013","phd plant molecular biology . professor. learner. value equality, inclusion, evidence.      . undergrad focused invasive    research. navigating the chaos.","edmonton, alberta","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16392",9147,"cbc",68117,"https://twitter.com/mellenjake2014/statuses/910227037570420736",2017-09-19 16:40:00,"mellenjake2014","@cbc @chefshahir happy birthday shahir     ","Twitter for Android",2027,847,293,"Sat Mar 29 17:26:04 +0000 2014",NA,"prince edward island,  canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16396",9151,"cbc",62582,"https://twitter.com/MelMcCurtis/statuses/909884503589621761",2017-09-18 17:59:00,"melmccurtis","@becomingcdn @cbc bed, i\'m heading to bed.","Twitter for iPhone",793,53,45,"Wed Mar 25 21:42:23 +0000 2015","canadian, wife, mother, nerd.  more to come.","manitoba, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16399",9154,"cbc",62816,"https://twitter.com/melpg43/statuses/909897582616252416",2017-09-18 18:51:00,"melpg43","rt @cbc: do you know the origin of the word \'hipster\'? | @cbcdocs https://t.co/cqllrxuel https://t.co/ekzmyovgc","Twitter Web Client",6296,422,200,"Mon Apr 03 00:38:47 +0000 2017","northern bc, disability, anxiety, lost mom to cancer. left wing, pagan, plus sized, feminist. music, travel, singing, dancing, humour, nature, the arts, ocean,","prince george, uvic, ha honors","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16415",9163,"cbc",68272,"https://twitter.com/MensourAgency/statuses/910236113561952256",2017-09-19 17:16:00,"mensouragency","rt @workinmoms: montreal, horrible bosses &amp; more on #workinmoms. watch workin\' moms tonight at :/nt on @cbc &amp; online: https://t.co/hq ","TweetDeck",1707,728,661,"Mon Nov 08 18:17:50 +0000 2010","representing canada\'s best actors, writers and directors. l\'agence se distingue que par la créativité de ses artistes extraordinaires.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16426",9172,"cbc",56811,"https://twitter.com/mercyfinder/statuses/909955107394957312",2017-09-18 22:39:00,"mercyfinder","rt @jhillacre: canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says - politics - cbc news https://t.co/xha ","Twitter Web Client",1802,181,128,"Fri May 30 01:08:27 +0000 2014","bookworm...lifelong learner...occasional political observer","alberta, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16457",9184,"cbc",6142,"https://twitter.com/MervatM/statuses/910153886622781441",2017-09-19 11:49:00,"mervatm","rt @cbcalerts: trudeau sidesteps question about trump\'s threat to destroy north korea, says he\'s looking forward to seeing the president\'s ","Twitter for iPhone",10621,268,263,"Thu Apr 15 11:18:53 +0000 2010","if you have discipline, drive, and determination...nothing is impossible.    it\'s hard to beat someone who never gives up.","ottawa, on","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16544",9209,"cbc",67138,"https://twitter.com/mezzobureaucrat/statuses/910190040864755712",2017-09-19 14:13:00,"mezzobureaucrat","rt @arthursimeon: canada!! tune in to @cbc tonight at pm to watch my set at the @justforlaughs gala hosted by @rickmercer!! i https://t.co ","Twitter for iPhone",765,102,84,"Sun Feb 26 20:13:38 +0000 2012","career public servant: education & social policy. sop ii in @cantores_choir. mom. indispensable: social justice, @amapceo, political satire & radio ","brampton","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16558",9213,"cbc",35512,"https://twitter.com/mfmooney/statuses/910311320318349312",2017-09-19 22:15:00,"mfmooney","rt @cbcalerts: pm trudeau pledges to push through tax fairness agenda and defends own family\'s use of tax rules: https://t.co/kqpbuemjc #c ","Twitter for iPhone",1967,108,88,"Fri Jul 29 11:14:39 +0000 2011","vp & gm, gcg llc canada. legal settlement & administration services.","ontario, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16568",9219,"cbc",60771,"https://twitter.com/MGPRescue/statuses/909817881617207296",2017-09-18 13:34:00,"mgprescue","what do you think? does our adoptable aurora remind you of a @cbc classic? #littlesthobo #adoptdontshop  https://t.co/bfwsnpnmlx","Twitter for iPhone",2310,385,554,"Wed Jul 03 15:34:39 +0000 2013","manitoba great pyrenees rescue is a non profit organization that rehomes great pyrenees, and all breeds if space permits, into new loving and responsible homes.","winnipeg, manitoba","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16600",9231,"cbc",76610,"https://twitter.com/mhtin88/statuses/910157892136861697",2017-09-19 12:05:00,"mhtin88","@cbcnews @ctvnews @globalnews @globeandmail @torontostar @thehilltimes @nationalpost @cdnpress here the link: https://t.co/sqrituhg","Twitter Web Client",1285,228,1461,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16601",9231,"cbc",89594,"https://twitter.com/mhtin88/statuses/909985437653094400",2017-09-19 00:40:00,"mhtin88","burma leader suu kyi speech broadcast live @cbcnews @ctvnews @globalnews @globeandmail @torontostar @nationalpost https://t.co/pshyzwq","Twitter Web Client",1279,228,1460,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","et","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16602",9231,"cbc",89418,"https://twitter.com/mhtin88/statuses/909978121251803136",2017-09-19 00:11:00,"mhtin88","#aungsansuukyi speech- #burma #myanmar crisis abt to start @cbcnews @ctvnews @globalnews @nationalpost @globeandmail @globeandmail @cdnpress","Twitter Web Client",1274,228,1460,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16603",9231,"cbc",83142,"https://twitter.com/mhtin88/statuses/910157892136861697",2017-09-19 12:05:00,"mhtin88","@cbcnews @ctvnews @globalnews @globeandmail @torontostar @thehilltimes @nationalpost @cdnpress here the link: https://t.co/sqrituhg","Twitter Web Client",1286,228,1461,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16604",9231,"cbc",66220,"https://twitter.com/mhtin88/statuses/910156970178564096",2017-09-19 12:01:00,"mhtin88","full speech of #aungsansuukyi #burma #myanmar @cbcnews @ctvnews @globalnews @globeandmail @torontostar @thehilltimes @nationalpost @cdnpress","Twitter Web Client",1285,228,1461,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16605",9231,"cbc",102161,"https://twitter.com/mhtin88/statuses/910156970178564096",2017-09-19 12:01:00,"mhtin88","full speech of #aungsansuukyi #burma #myanmar @cbcnews @ctvnews @globalnews @globeandmail @torontostar @thehilltimes @nationalpost @cdnpress","Twitter Web Client",1285,228,1461,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16606",9231,"cbc",76639,"https://twitter.com/mhtin88/statuses/910156970178564096",2017-09-19 12:01:00,"mhtin88","full speech of #aungsansuukyi #burma #myanmar @cbcnews @ctvnews @globalnews @globeandmail @torontostar @thehilltimes @nationalpost @cdnpress","Twitter Web Client",1285,228,1461,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16607",9231,"cbc",75580,"https://twitter.com/mhtin88/statuses/909985437653094400",2017-09-19 00:40:00,"mhtin88","burma leader suu kyi speech broadcast live @cbcnews @ctvnews @globalnews @globeandmail @torontostar @nationalpost https://t.co/pshyzwq","Twitter Web Client",1279,228,1460,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","et","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16608",9231,"cbc",64985,"https://twitter.com/mhtin88/statuses/909978121251803136",2017-09-19 00:11:00,"mhtin88","#aungsansuukyi speech- #burma #myanmar crisis abt to start @cbcnews @ctvnews @globalnews @nationalpost @globeandmail @globeandmail @cdnpress","Twitter Web Client",1274,228,1460,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16609",9231,"cbc",83151,"https://twitter.com/mhtin88/statuses/910156970178564096",2017-09-19 12:01:00,"mhtin88","full speech of #aungsansuukyi #burma #myanmar @cbcnews @ctvnews @globalnews @globeandmail @torontostar @thehilltimes @nationalpost @cdnpress","Twitter Web Client",1285,228,1461,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16610",9231,"cbc",66197,"https://twitter.com/mhtin88/statuses/910157892136861697",2017-09-19 12:05:00,"mhtin88","@cbcnews @ctvnews @globalnews @globeandmail @torontostar @thehilltimes @nationalpost @cdnpress here the link: https://t.co/sqrituhg","Twitter Web Client",1285,228,1461,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16611",9231,"cbc",102113,"https://twitter.com/mhtin88/statuses/910157892136861697",2017-09-19 12:05:00,"mhtin88","@cbcnews @ctvnews @globalnews @globeandmail @torontostar @thehilltimes @nationalpost @cdnpress here the link: https://t.co/sqrituhg","Twitter Web Client",1285,228,1461,"Thu May 07 15:23:50 +0000 2009","strong interest in advocacy, research, and analysis","canada and burma (myanmar)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16647",9249,"cbc",42624,"https://twitter.com/MichaelBlois60/statuses/909841254208417792",2017-09-18 15:07:00,"michaelblois60","rt @cbcpolitics: updated: justin trudeau, theresa may pledge cooperation on boeing, post-brexit trade deal https://t.co/ivsyer https:// ","Twitter for Android",19747,785,529,"Mon Jul 01 10:20:15 +0000 2013","a survivor since  saint john, nb. sj lockup fire  & my latest feat: survived k volts on the job . fighting the good fight to survive. #sicknotweak","new brunswick","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16686",9265,"heartlandoncbc",67488,"https://twitter.com/Michal7274/statuses/910207066375106560",2017-09-19 15:20:00,"michal7274","rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ","Twitter for Android",512,20,1,"Mon May 01 21:32:44 +0000 2017",NA,"pulaski, va","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16694",9273,"cbc",327,"https://twitter.com/Michell20160379/statuses/910119678814687232",2017-09-19 09:33:00,"michell20160379","rt @cbcnews: andrew scheer \'condemns\' lynn beyak\'s take on first nations issues, but leaves her in caucus https://t.co/rvtdgohq https://t ","Twitter for iPhone",1056,98,57,"Mon Jul 13 00:59:45 +0000 2015","resource teacher to exceptional students.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16718",9290,"iciradiocanada",97507,"https://twitter.com/Mick_Gagnon/statuses/909856456312344577",2017-09-18 16:07:00,"mick_gagnon","rt @iciradiocanada: ""j\'ai hâte qu\'on bouge et qu\'on nomme un lieu au nom de janine"" - @andrerobitaille #galagémeaux https://t.co/cqwmhhjwuf","Twitter for iPhone",61,14,6,"Fri Oct 21 23:33:50 +0000 2016",NA,NA,"fr","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16726",9293,"heartlandoncbc",67295,"https://twitter.com/MickeyRender/statuses/910199421853454337",2017-09-19 14:50:00,"mickeyrender","@shannoneason @amyflemingspage @heartlandoncbc @amber_marshall @cbc thank you flamily  borden for likeing@this love   mickey","Twitter for iPhone",857,192,96,"Wed Jan 19 17:58:59 +0000 2011",NA,"orlando fla","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16727",9293,"heartlandoncbc",67278,"https://twitter.com/MickeyRender/statuses/910199822325514242",2017-09-19 14:52:00,"mickeyrender","@amyflemingspage @heartlandoncbc @amber_marshall @cbc family borden love   you love   mickey","Twitter for iPhone",857,192,96,"Wed Jan 19 17:58:59 +0000 2011",NA,"orlando fla","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16728",9293,"heartlandoncbc",67457,"https://twitter.com/MickeyRender/statuses/910200648863567873",2017-09-19 14:55:00,"mickeyrender","@shannoneason @amyflemingspage @heartlandoncbc @amber_marshall @cbc family borden good night              have sweet dreams love   mickey","Twitter for iPhone",859,192,96,"Wed Jan 19 17:58:59 +0000 2011",NA,"orlando fla","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16730",9295,"thecurrentcbc",83342,"https://twitter.com/MickMurphy71/statuses/910178261619032064",2017-09-19 13:26:00,"mickmurphy71","@thecurrentcbc @brennavelker @ritikagoelto lots of talk with doctors - what about real estate agents who incorporat  https://t.co/yofhkwlkp","Twitter Web Client",1590,1235,648,"Thu Jun 27 15:22:12 +0000 2013","work in the mineral exploration sector. investing in microcaps is my hobby.  i like to breathe fresh air.  looking for new opportunities.","smithers","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16784",9324,"cbc",97715,"https://twitter.com/MikeCzaikowski/statuses/909863256818356224",2017-09-18 16:34:00,"mikeczaikowski","@cbcnews @ctvnews @globeandmail @globalnews @nationalpost that\'s because traitor trudeau is bought and paid for by  https://t.co/ksosyagup","Twitter Web Client",951,426,141,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16785",9324,"cbc",91737,"https://twitter.com/MikeCzaikowski/statuses/910196945196654594",2017-09-19 14:40:00,"mikeczaikowski","@cbcnews @ctvnews @globalnews @globeandmail @nationalpost send them back! canada is broke &amp; can\'t afford anymore! l  https://t.co/pysdhsxb","Twitter Web Client",973,470,163,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16786",9324,"cbc",66948,"https://twitter.com/MikeCzaikowski/statuses/910182156995059712",2017-09-19 13:41:00,"mikeczaikowski","@cbc @ctvnews @globalnews @globeandmail that\'s trudeau\'s job. the globalists are instructing him in how bring canad  https://t.co/vcbgfxjf","Twitter Web Client",962,460,161,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16787",9324,"cbc",97572,"https://twitter.com/MikeCzaikowski/statuses/909855189125009409",2017-09-18 16:02:00,"mikeczaikowski","@cbcnews @ctvnews @globeandmail @globalnews @nationalpost @globalnational traitor trudeau doesn\'t care about canadi  https://t.co/ppliahstj","Twitter Web Client",949,425,140,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"16788",9324,"cbc",102513,"https://twitter.com/MikeCzaikowski/statuses/910173624623095809",2017-09-19 13:07:00,"mikeczaikowski","@cbc @ctvnews @globalnews @globeandmail trudeau can\'t answer that question until he speaks to the globalist to find  https://t.co/dewjkdwp","Twitter Web Client",955,446,159,"Thu Dec 03 00:17:46 +0000 2015","***my dog has blue eyes like me ***              the occultists, satan worshiping, pedophiles will pay for their crimes! the alt-left, dems, media & financiers.","north bay, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
